SUMMARY,DTSTART,DTEND,DUE,NOTES,ATTENDEE,LOCATION,PRIORITY,URL,CALENDAR,UID,ORGANIZER,CATEGORIES,DURATION
"U Minnesota MD-PhD Interview Day","2014-11-20","2014-11-22",,"","","","","",,,,,
"Tri-Institutional MD-PhD Program Interview Day","2014-11-20","2014-11-21",,"","","","","",,,,,
"University of Virginia MD-PhD Interview Day","2014-11-20","2014-11-22",,"","","","","",,,,,
"U Nebraska MD-PhD Interview Day","2014-11-20","2014-11-21",,"","","","","",,,,,
"Pittsburgh MD-PhD Interview Day","2014-11-20","2014-11-21",,"","","","","",,,,,
"U Rochester MD-PhD Interview Day","2014-11-20","2014-11-22",,"","","","","",,,,,
"UTMB MD-PhD Program Interview Day","2014-11-20","2014-11-22",,"","","","","",,,,,
"Wash U St Louis MD-PhD Interview Day","2014-11-20","2014-11-23",,"","","","","",,,,,
"Case Western Reserve University MD-PhD Interview Day","2014-11-20","2014-11-22",,"","","","","",,,,,
"University of Cincinnati MD-PhD Interview Day","2014-11-20","2014-11-24",,"","","","","",,,,,
"The Ohio State University MD-PhD Interview Da","2014-11-20","2014-11-23",,"","","","","",,,,,
"Vanderbilt MD-PhD Interview Day","2014-11-20","2014-11-23",,"","","","","",,,,,
"U Penn MD-PhD Interview Day","2014-11-20","2014-11-22",,"","","","","",,,,,
"Medical University of South Carolina MD-PhD Interview Day","2014-11-21","2014-11-22",,"","","","","",,,,,
"Rutgers Robert Wood Johnson Medical School - Princeton University MD-PhD Interview Day","2014-11-21","2014-11-22",,"","","","","",,,,,
"Albert Einstein MD-PhD Interview Day","2014-11-21","2014-11-22",,"","","","","",,,,,
"NYU MD-PhD Interview Day","2014-11-21","2014-11-22",,"","","","","",,,,,
"Duke MD-PhD Interview Day","2014-11-21","2014-11-22",,"","","","","",,,,,
"UT Southwestern MD-PhD Interview Day","2014-11-21","2014-11-22",,"","","","","",,,,,
"UT HSC San Antonio MD-PhD Interview Day","2014-11-24","2014-11-26",,"","","","","",,,,,
"Mt Sinai MD-PhD Interview Day","2014-11-24","2014-11-26",,"","","","","",,,,,
"Temple MD-PhD Interview Day","2014-11-25","2014-11-26",,"","","","","",,,,,
"U Illinois, Chicago MD-PhD Interview Day","2014-12-01","2014-12-02",,"","","","","",,,,,
"UT HSC San Antonio MD-PhD Interview Day","2014-12-01","2014-12-03",,"","","","","",,,,,
"Virginia Commonwealth University MD-PhD Interview Day","2014-12-01","2014-12-03",,"","","","","",,,,,
"Wayne State MD-PhD Interview Day","2014-12-01","2014-12-02",,"","","","","",,,,,
"Harvard MD-PhD Interview Day","2014-12-02","2014-12-03",,"","","","","",,,,,
"Columbia MD-PhD Program Interview Day","2014-12-02","2014-12-03",,"","","","","",,,,,
"Tufts MD-PhD Program Interview Day","2014-12-02","2014-12-03",,"","","","","",,,,,
"U Chicago MD-PhD Interview Day","2014-12-03","2014-12-04",,"","","","","",,,,,
"Oregon Health & Science U MD-PhD Interview Day","2014-12-03","2014-12-05",,"","","","","",,,,,
"Northwestern MD-PhD Interview Day","2014-12-03","2014-12-05",,"","","","","",,,,,
"Tufts MD-PhD Program Interview Day","2014-12-03","2014-12-04",,"","","","","",,,,,
"U System of Georgia MD-PhD Interview Day","2014-12-03","2014-12-04",,"","","","","",,,,,
"Johns Hopkins MD-PhD Interview Day","2014-12-03","2014-12-05",,"","","","","",,,,,
"U Louisville MD-PhD Interview Day","2014-12-03","2014-12-05",,"","","","","",,,,,
"U Penn MD-PhD Interview Day","2014-12-04","2014-12-06",,"","","","","",,,,,
"U Colorado MD-PhD Interview Day","2014-12-04","2014-12-06",,"","","","","",,,,,
"Wash U St Louis MD-PhD Interview Day","2014-12-04","2014-12-07",,"","","","","",,,,,
"Pittsburgh MD-PhD Interview Day","2014-12-04","2014-12-05",,"","","","","",,,,,
"U Florida MD-PhD Interview Day","2014-12-04","2014-12-05",,"","","","","",,,,,
"UCLA-Caltech MD-PhD Interview Day","2014-12-04","2014-12-05",,"","","","","",,,,,
"U Nebraska MD-PhD Interview Day","2014-12-04","2014-12-05",,"","","","","",,,,,
"UW-Madison MD-PhD Interview Dates","2014-12-04","2014-12-08",,"","","","","",,,,,
"U Rochester MD-PhD Interview Day","2014-12-04","2014-12-06",,"","","","","",,,,,
"Case Western Reserve University MD-PhD Interview Day","2014-12-04","2014-12-06",,"","","","","",,,,,
"Baylor College of Medicine MD-PhD Interview Day","2014-12-04","2014-12-07",,"","","","","",,,,,
"UT Southwestern MD-PhD Interview Day","2014-12-05","2014-12-06",,"","","","","",,,,,
"Albert Einstein MD-PhD Interview Day","2014-12-05","2014-12-06",,"","","","","",,,,,
"Duke MD-PhD Interview Day","2014-12-05","2014-12-06",,"","","","","",,,,,
"Penn State MD-PhD Interview Day","2014-12-07","2014-12-09",,"","","","","",,,,,
"SUNY Upstate MD-PhD Interview Day","2014-12-07","2014-12-10",,"","","","","",,,,,
"U California, Irvine MD-PhD Interview Day","2014-12-08","2014-12-09",,"","","","","",,,,,
"U Maryland MD-PhD Interview Day","2014-12-08","2014-12-10",,"","","","","",,,,,
"Wayne State MD-PhD Interview Day","2014-12-08","2014-12-09",,"","","","","",,,,,
"Yale MD-PhD Interview Day","2014-12-08","2014-12-10",,"","","","","",,,,,
"Tufts MD-PhD Program Interview Day","2014-12-09","2014-12-10",,"","","","","",,,,,
"Harvard MD-PhD Interview Day","2014-12-09","2014-12-10",,"","","","","",,,,,
"Dartmouth MD-PhD Interview Day","2014-12-10","2014-12-11",,"","","","","",,,,,
"Johns Hopkins MD-PhD Interview Day","2014-12-10","2014-12-12",,"","","","","",,,,,
"University of Cincinnati MD-PhD Interview Day","2014-12-11","2014-12-15",,"","","","","",,,,,
"U Colorado MD-PhD Interview Day","2014-12-11","2014-12-13",,"","","","","",,,,,
"U Alabama at Birmingham MD-PhD Interview Day","2014-12-11","2014-12-13",,"","","Birmingham MD-PhD Interview Day","","",,,,,
"University of Virginia MD-PhD Interview Day","2014-12-11","2014-12-13",,"","","","","",,,,,
"U Florida MD-PhD Interview Day","2014-12-11","2014-12-12",,"","","","","",,,,,
"UTMB MD-PhD Program Interview Day","2014-12-11","2014-12-13",,"","","","","",,,,,
"U Mass MD-PhD Interview Day","2014-12-11","2014-12-13",,"","","","","",,,,,
"U Michigan MD-PhD Interview Day","2014-12-11","2014-12-13",,"","","","","",,,,,
"Wash U St Louis MD-PhD Interview Day","2014-12-11","2014-12-14",,"","","","","",,,,,
"Loyola University MD-PhD Program Interview Day","2014-12-11","2014-12-13",,"","","","","",,,,,
"U Miami MD-PhD Interview Day","2014-12-12","2014-12-13",,"","","","","",,,,,
"Rutgers Robert Wood Johnson Medical School - Princeton University MD-PhD Interview Day","2014-12-12","2014-12-13",,"","","","","",,,,,
"Columbia MD-PhD Program Interview Day","2014-12-12","2014-12-13",,"","","","","",,,,,
"Medical University of South Carolina MD-PhD Interview Day","2014-12-12","2014-12-13",,"","","","","",,,,,
"NYU MD-PhD Interview Day","2014-12-12","2014-12-13",,"","","","","",,,,,
"Iowa MD-PhD Interview Day","2014-12-12","2014-12-14",,"","","","","",,,,,
"University of Arkansas for Medical Sciences MD-PhD Interview Day","2014-12-13","2014-12-14",,"","","","","",,,,,
"UT HSC San Antonio MD-PhD Interview Day","2014-12-15","2014-12-17",,"","","","","",,,,,
"Virginia Commonwealth University MD-PhD Interview Day","2014-12-15","2014-12-17",,"","","","","",,,,,
"Stanford MD-PhD Interview Day","2014-12-15","2014-12-17",,"","","","","",,,,,
"Tufts MD-PhD Program Interview Day","2014-12-17","2014-12-18",,"","","","","",,,,,
"Stony Brook MD-PhD Interview Day","2014-12-17","2014-12-18",,"","","","","",,,,,
"Oregon Health & Science U MD-PhD Interview Day","2014-12-17","2014-12-19",,"","","","","",,,,,
"Wash U St Louis MD-PhD Interview Day","2014-12-18","2014-12-21",,"","","","","",,,,,
"U Minnesota MD-PhD Interview Day","2014-12-18","2014-12-20",,"","","","","",,,,,
"U Colorado MD-PhD Interview Day","2014-12-18","2014-12-20",,"","","","","",,,,,
"UT-Houston/MD Anderson MD-PhD Program Interview Day","2014-12-18","2014-12-19",,"","","","","",,,,,
"U Penn MD-PhD Interview Day","2014-12-18","2014-12-20",,"","","","","",,,,,
"U Rochester MD-PhD Interview Day","2014-12-18","2014-12-20",,"","","","","",,,,,
"Medical University of South Carolina MD-PhD Interview Day","2014-12-19","2014-12-20",,"","","","","",,,,,
"Albert Einstein MD-PhD Interview Day","2014-12-19","2014-12-20",,"","","","","",,,,,
"Virginia Commonwealth University MD-PhD Interview Day","2015-01-05","2015-01-07",,"","","","","",,,,,
"U Maryland MD-PhD Interview Day","2015-01-05","2015-01-07",,"","","","","",,,,,
"Thomas Jefferson U MD-PhD Interview Day","2015-01-06","2015-01-07",,"","","","","",,,,,
"Tufts MD-PhD Program Interview Day","2015-01-06","2015-01-07",,"","","","","",,,,,
"Columbia MD-PhD Program Interview Day","2015-01-07","2015-01-08",,"","","","","",,,,,
"SUNY Downstate MD-PhD Interview Day","2015-01-07","2015-01-08",,"","","","","",,,,,
"Indiana MD-PhD Interview Day","2015-01-07","2015-01-08",,"","","","","",,,,,
"Tufts MD-PhD Program Interview Day","2015-01-07","2015-01-08",,"","","","","",,,,,
"U Louisville MD-PhD Interview Day","2015-01-07","2015-01-09",,"","","","","",,,,,
"Johns Hopkins MD-PhD Interview Day","2015-01-07","2015-01-09",,"","","","","",,,,,
"Baylor College of Medicine MD-PhD Interview Day","2015-01-08","2015-01-11",,"","","","","",,,,,
"U Rochester MD-PhD Interview Day","2015-01-08","2015-01-10",,"","","","","",,,,,
"Wash U St Louis MD-PhD Interview Day","2015-01-08","2015-01-11",,"","","","","",,,,,
"UT-Houston/MD Anderson MD-PhD Program Interview Day","2015-01-08","2015-01-09",,"","","","","",,,,,
"U Penn MD-PhD Interview Day","2015-01-08","2015-01-10",,"","","","","",,,,,
"U Nebraska MD-PhD Interview Day","2015-01-08","2015-01-09",,"","","","","",,,,,
"U Minnesota MD-PhD Interview Day","2015-01-08","2015-01-10",,"","","","","",,,,,
"Case Western Reserve University MD-PhD Interview Day","2015-01-08","2015-01-10",,"","","","","",,,,,
"Vanderbilt MD-PhD Interview Day","2015-01-08","2015-01-11",,"","","","","",,,,,
"Loyola University MD-PhD Program Interview Day","2015-01-08","2015-01-10",,"","","","","",,,,,
"U Florida MD-PhD Interview Day","2015-01-08","2015-01-09",,"","","","","",,,,,
"U Colorado MD-PhD Interview Day","2015-01-08","2015-01-10",,"","","","","",,,,,
"Mayo Clinic MD-PhD Interview Day","2015-01-09","2015-01-11",,"","","","","",,,,,
"UT Southwestern MD-PhD Interview Day","2015-01-09","2015-01-10",,"","","","","",,,,,
"Medical University of South Carolina MD-PhD Interview Day","2015-01-09","2015-01-10",,"","","","","",,,,,
"Duke MD-PhD Interview Day","2015-01-09","2015-01-10",,"","","","","",,,,,
"Iowa MD-PhD Interview Day","2015-01-09","2015-01-11",,"","","","","",,,,,
"Albert Einstein MD-PhD Interview Day","2015-01-09","2015-01-10",,"","","","","",,,,,
"University of Arkansas for Medical Sciences MD-PhD Interview Day (and revisit day for residents)","2015-01-10","2015-01-11",,"","","","","",,,,,
"Saint Louis University MD-PhD Interview Day","2015-01-10","2015-01-13",,"","","","","",,,,,
"Penn State MD-PhD Interview Day","2015-01-11","2015-01-13",,"","","","","",,,,,
"SUNY Upstate MD-PhD Interview Day","2015-01-11","2015-01-14",,"","","","","",,,,,
"U California, Irvine MD-PhD Interview Day","2015-01-12","2015-01-13",,"","","","","",,,,,
"U Illinois, Chicago MD-PhD Interview Day","2015-01-12","2015-01-13",,"","","","","",,,,,
"Yale MD-PhD Interview Day","2015-01-12","2015-01-14",,"","","","","",,,,,
"Texas A&M MD-PhD Revisit Day","2015-01-12","2015-01-14",,"","","","","",,,,,
"U System of Georgia MD-PhD Interview Day","2015-01-13","2015-01-14",,"","","","","",,,,,
"Tufts MD-PhD Program Interview Day","2015-01-13","2015-01-14",,"","","","","",,,,,
"Harvard MD-PhD Interview Day","2015-01-13","2015-01-14",,"","","","","",,,,,
"Indiana MD-PhD Interview Day","2015-01-14","2015-01-15",,"","","","","",,,,,
"U California, San Diego MD-PhD Interview Day","2015-01-14","2015-01-17",,"","","","","",,,,,
"Northwestern MD-PhD Interview Day","2015-01-14","2015-01-16",,"","","","","",,,,,
"Oregon Health & Science U MD-PhD Interview Day","2015-01-14","2015-01-16",,"","","","","",,,,,
"U Chicago MD-PhD Interview Day","2015-01-14","2015-01-15",,"","","","","",,,,,
"Johns Hopkins MD-PhD Interview Day","2015-01-14","2015-01-16",,"","","","","",,,,,
"Tufts MD-PhD Program Interview Day","2015-01-14","2015-01-15",,"","","","","",,,,,
"U Rochester MD-PhD Interview Day","2015-01-15","2015-01-17",,"","","","","",,,,,
"The Ohio State University MD-PhD Interview Da","2015-01-15","2015-01-18",,"","","","","",,,,,
"U Washington MD-PhD Program Interview Day","2015-01-15","2015-01-18",,"","","","","",,,,,
"University of Virginia MD-PhD Interview Day","2015-01-15","2015-01-17",,"","","","","",,,,,
"U Alabama at Birmingham MD-PhD Interview Day","2015-01-15","2015-01-17",,"","","Birmingham MD-PhD Interview Day","","",,,,,
"U Mass MD-PhD Interview Day","2015-01-15","2015-01-17",,"","","","","",,,,,
"U Penn MD-PhD Interview Day","2015-01-15","2015-01-17",,"","","","","",,,,,
"U Colorado MD-PhD Interview Day","2015-01-15","2015-01-17",,"","","","","",,,,,
"Duke MD-PhD Interview Day","2015-01-16","2015-01-17",,"","","","","",,,,,
"Tufts MD-PhD Program Interview Day","2015-01-21","2015-01-22",,"","","","","",,,,,
"SUNY Downstate MD-PhD Interview Day","2015-01-21","2015-01-22",,"","","","","",,,,,
"Dartmouth MD-PhD Interview Day","2015-01-21","2015-01-22",,"","","","","",,,,,
"Johns Hopkins MD-PhD Interview Day","2015-01-21","2015-01-23",,"","","","","",,,,,
"U Colorado MD-PhD Interview Day","2015-01-22","2015-01-24",,"","","","","",,,,,
"UW-Madison MD-PhD Interview Dates","2015-01-22","2015-01-26",,"","","","","",,,,,
"Loyola University MD-PhD Program Interview Day","2015-01-22","2015-01-24",,"","","","","",,,,,
"U Minnesota MD-PhD Interview Day","2015-01-22","2015-01-24",,"","","","","",,,,,
"Baylor College of Medicine MD-PhD Interview Day","2015-01-22","2015-01-25",,"","","","","",,,,,
"U Florida MD-PhD Interview Day","2015-01-22","2015-01-23",,"","","","","",,,,,
"Vanderbilt MD-PhD Interview Day","2015-01-22","2015-01-25",,"","","","","",,,,,
"U Michigan MD-PhD Interview Day","2015-01-22","2015-01-24",,"","","","","",,,,,
"UCLA-Caltech MD-PhD Interview Day","2015-01-22","2015-01-23",,"","","","","",,,,,
"Albert Einstein MD-PhD Interview Day","2015-01-23","2015-01-24",,"","","","","",,,,,
"Duke MD-PhD Interview Day","2015-01-23","2015-01-24",,"","","","","",,,,,
"Mayo Clinic MD-PhD Interview Day","2015-01-23","2015-01-25",,"","","","","",,,,,
"UNC Chapel Hill MD-PhD Interview Day","2015-01-24","2015-01-27",,"","","","","",,,,,
"Saint Louis University MD-PhD Interview Day","2015-01-24","2015-01-27",,"","","","","",,,,,
"Virginia Commonwealth University MD-PhD Interview Day","2015-01-26","2015-01-28",,"","","","","",,,,,
"Yale MD-PhD Interview Day","2015-01-26","2015-01-28",,"","","","","",,,,,
"Tufts MD-PhD Program Interview Day","2015-01-27","2015-01-28",,"","","","","",,,,,
"U System of Georgia MD-PhD Interview Day","2015-01-27","2015-01-28",,"","","","","",,,,,
"Stanford MD-PhD Interview Day","2015-01-28","2015-01-30",,"","","","","",,,,,
"U California, San Diego MD-PhD Interview Day","2015-01-28","2015-01-31",,"","","","","",,,,,
"Oregon Health & Science U MD-PhD Interview Day","2015-01-28","2015-01-30",,"","","","","",,,,,
"SUNY Downstate MD-PhD Interview Day","2015-01-28","2015-01-29",,"","","","","",,,,,
"University of Virginia MD-PhD Interview Day","2015-01-29","2015-01-31",,"","","","","",,,,,
"Case Western Reserve University MD-PhD Interview Day","2015-01-29","2015-01-31",,"","","","","",,,,,
"U Florida MD-PhD Interview Day","2015-01-29","2015-01-30",,"","","","","",,,,,
"Duke MD-PhD Interview Day","2015-01-30","2015-01-31",,"","","","","",,,,,
"Saint Louis University MD-PhD Interview Day","2015-01-31","2015-02-03",,"","","","","",,,,,
"UNC Chapel Hill MD-PhD Interview Day","2015-01-31","2015-02-03",,"","","","","",,,,,
"Virginia Commonwealth University MD-PhD Interview Day","2015-02-02","2015-02-04",,"","","","","",,,,,
"SUNY Downstate MD-PhD Interview Day","2015-02-04","2015-02-05",,"","","","","",,,,,
"Northwestern MD-PhD Interview Day","2015-02-04","2015-02-06",,"","","","","",,,,,
"Vanderbilt MD-PhD Interview Day","2015-02-05","2015-02-08",,"","","","","",,,,,
"U Alabama at Birmingham MD-PhD Interview Day","2015-02-05","2015-02-07",,"","","Birmingham MD-PhD Interview Day","","",,,,,
"U Rochester MD-PhD Interview Day","2015-02-05","2015-02-07",,"","","","","",,,,,
"U Washington MD-PhD Program Interview Day","2015-02-05","2015-02-08",,"","","","","",,,,,
"U Florida MD-PhD Interview Day","2015-02-05","2015-02-06",,"","","","","",,,,,
"U Miami MD-PhD Interview Day","2015-02-06","2015-02-07",,"","","","","",,,,,
"Mayo Clinic MD-PhD Interview Day","2015-02-06","2015-02-08",,"","","","","",,,,,
"Penn State MD-PhD Interview Day","2015-02-08","2015-02-10",,"","","","","",,,,,
"U California, Irvine MD-PhD Interview Day","2015-02-09","2015-02-10",,"","","","","",,,,,
"Yale MD-PhD Interview Day","2015-02-09","2015-02-11",,"","","","","",,,,,
"U Maryland MD-PhD Interview Day","2015-02-09","2015-02-11",,"","","","","",,,,,
"U Illinois, Chicago MD-PhD Interview Day","2015-02-09","2015-02-10",,"","","","","",,,,,
"Indiana MD-PhD Interview Day","2015-02-11","2015-02-12",,"","","","","",,,,,
"U Mass MD-PhD Interview Day","2015-02-12","2015-02-14",,"","","","","",,,,,
"U Florida MD-PhD Interview Day","2015-02-12","2015-02-13",,"","","","","",,,,,
"UCLA-Caltech MD-PhD Interview Day","2015-02-12","2015-02-13",,"","","","","",,,,,
"University of Virginia MD-PhD Interview Day","2015-02-12","2015-02-14",,"","","","","",,,,,
"U Colorado MD-PhD Interview Day","2015-02-12","2015-02-14",,"","","","","",,,,,
"The Ohio State University MD-PhD Interview Da","2015-02-12","2015-02-15",,"","","","","",,,,,
"Yale MD-PhD Interview Day","2015-02-16","2015-02-18",,"","","","","",,,,,
"Virginia Commonwealth University MD-PhD Interview Day","2015-02-16","2015-02-18",,"","","","","",,,,,
"Oregon Health & Science U MD-PhD Interview Day","2015-02-18","2015-02-20",,"","","","","",,,,,
"Stony Brook MD-PhD Interview Day","2015-02-18","2015-02-19",,"","","","","",,,,,
"UW-Madison MD-PhD Interview Dates","2015-02-19","2015-02-23",,"","","","","",,,,,
"Case Western Reserve University MD-PhD Interview Day","2015-02-19","2015-02-21",,"","","","","",,,,,
"Indiana MD-PhD Revisit Day","2015-02-19","2015-02-22",,"","","","","",,,,,
"U Washington MD-PhD Program Interview Day","2015-02-19","2015-02-22",,"","","","","",,,,,
"Mayo Clinic MD-PhD Interview Day","2015-02-20","2015-02-22",,"","","","","",,,,,
"Medical University South Carolina Revisit Day","2015-02-23","2015-02-25",,"","","","","",,,,,
"Stanford MD-PhD Interview Day","2015-02-25","2015-02-27",,"","","","","",,,,,
"U Florida MD-PhD Interview Day","2015-02-26","2015-02-27",,"","","","","",,,,,
"U Mass MD-PhD Interview Day","2015-02-26","2015-02-28",,"","","","","",,,,,
"U California, Irvine MD-PhD Interview Day","2015-03-02","2015-03-03",,"","","","","",,,,,
"U Florida MD-PhD Interview Day","2015-03-05","2015-03-06",,"","","","","",,,,,
